DATE,MONTH,DAY,TAVG-3,TAVG-2,TAVG-1,TAVG,TAVG+1,TAVG+2,TAVG+3
1/1/2014,1,1,54,54,54,54,60,44,43
1/2/2014,1,2,54,54,54,60,44,43,60
1/3/2014,1,3,54,54,60,44,43,60,57
1/4/2014,1,4,54,60,44,43,60,57,34
1/5/2014,1,5,60,44,43,60,57,34,38
1/6/2014,1,6,44,43,60,57,34,38,53
1/7/2014,1,7,43,60,57,34,38,53,67
1/8/2014,1,8,60,57,34,38,53,67,70
1/9/2014,1,9,57,34,38,53,67,70,59
1/10/2014,1,10,34,38,53,67,70,59,54
1/11/2014,1,11,38,53,67,70,59,54,63
1/12/2014,1,12,53,67,70,59,54,63,51
1/13/2014,1,13,67,70,59,54,63,51,45
1/14/2014,1,14,70,59,54,63,51,45,44
1/15/2014,1,15,59,54,63,51,45,44,47
1/16/2014,1,16,54,63,51,45,44,47,44
1/17/2014,1,17,63,51,45,44,47,44,51
1/18/2014,1,18,51,45,44,47,44,51,56
1/19/2014,1,19,45,44,47,44,51,56,43
1/20/2014,1,20,44,47,44,51,56,43,40
1/21/2014,1,21,47,44,51,56,43,40,41
1/22/2014,1,22,44,51,56,43,40,41,47
1/23/2014,1,23,51,56,43,40,41,47,53
1/24/2014,1,24,56,43,40,41,47,53,59
1/25/2014,1,25,43,40,41,47,53,59,59
1/26/2014,1,26,40,41,47,53,59,59,42
1/27/2014,1,27,41,47,53,59,59,42,38
1/28/2014,1,28,47,53,59,59,42,38,47
1/29/2014,1,29,53,59,59,42,38,47,61
1/30/2014,1,30,59,59,42,38,47,61,66
1/31/2014,1,31,59,42,38,47,61,66,70
2/1/2014,2,1,42,38,47,61,66,70,66
2/2/2014,2,2,38,47,61,66,70,66,70
2/3/2014,2,3,47,61,66,70,66,70,55
2/4/2014,2,4,61,66,70,66,70,55,49
2/5/2014,2,5,66,70,66,70,55,49,51
2/6/2014,2,6,70,66,70,55,49,51,53
2/7/2014,2,7,66,70,55,49,51,53,54
2/8/2014,2,8,70,55,49,51,53,54,56
2/9/2014,2,9,55,49,51,53,54,56,51
2/10/2014,2,10,49,51,53,54,56,51,49
2/11/2014,2,11,51,53,54,56,51,49,47
2/12/2014,2,12,53,54,56,51,49,47,54
2/13/2014,2,13,54,56,51,49,47,54,50
2/14/2014,2,14,56,51,49,47,54,50,55
2/15/2014,2,15,51,49,47,54,50,55,58
2/16/2014,2,16,49,47,54,50,55,58,66
2/17/2014,2,17,47,54,50,55,58,66,64
2/18/2014,2,18,54,50,55,58,66,64,68
2/19/2014,2,19,50,55,58,66,64,68,67
2/20/2014,2,20,55,58,66,64,68,67,58
2/21/2014,2,21,58,66,64,68,67,58,62
2/22/2014,2,22,66,64,68,67,58,62,65
2/23/2014,2,23,64,68,67,58,62,65,59
2/24/2014,2,24,68,67,58,62,65,59,52
2/25/2014,2,25,67,58,62,65,59,52,50
2/26/2014,2,26,58,62,65,59,52,50,55
2/27/2014,2,27,62,65,59,52,50,55,59
2/28/2014,2,28,65,59,52,50,55,59,64
3/1/2014,3,1,59,52,50,55,59,64,60
3/2/2014,3,2,52,50,55,59,64,60,48
3/3/2014,3,3,50,55,59,64,60,48,52
3/4/2014,3,4,55,59,64,60,48,52,46
3/5/2014,3,5,59,64,60,48,52,46,51
3/6/2014,3,6,64,60,48,52,46,51,57
3/7/2014,3,7,60,48,52,46,51,57,63
3/8/2014,3,8,48,52,46,51,57,63,64
3/9/2014,3,9,52,46,51,57,63,64,69
3/10/2014,3,10,46,51,57,63,64,69,56
3/11/2014,3,11,51,57,63,64,69,56,52
3/12/2014,3,12,57,63,64,69,56,52,60
3/13/2014,3,13,63,64,69,56,52,60,67
3/14/2014,3,14,64,69,56,52,60,67,62
3/15/2014,3,15,69,56,52,60,67,62,61
3/16/2014,3,16,56,52,60,67,62,61,59
3/17/2014,3,17,52,60,67,62,61,59,62
3/18/2014,3,18,60,67,62,61,59,62,64
3/19/2014,3,19,67,62,61,59,62,64,69
3/20/2014,3,20,62,61,59,62,64,69,67
3/21/2014,3,21,61,59,62,64,69,67,63
3/22/2014,3,22,59,62,64,69,67,63,62
3/23/2014,3,23,62,64,69,67,63,62,51
3/24/2014,3,24,64,69,67,63,62,51,54
3/25/2014,3,25,69,67,63,62,51,54,65
3/26/2014,3,26,67,63,62,51,54,65,68
3/27/2014,3,27,63,62,51,54,65,68,62
3/28/2014,3,28,62,51,54,65,68,62,60
3/29/2014,3,29,51,54,65,68,62,60,62
3/30/2014,3,30,54,65,68,62,60,62,65
3/31/2014,3,31,65,68,62,60,62,65,68
4/1/2014,4,1,68,62,60,62,65,68,69
4/2/2014,4,2,62,60,62,65,68,69,71
4/3/2014,4,3,60,62,65,68,69,71,73
4/4/2014,4,4,62,65,68,69,71,73,73
4/5/2014,4,5,65,68,69,71,73,73,71
4/6/2014,4,6,68,69,71,73,73,71,62
4/7/2014,4,7,69,71,73,73,71,62,63
4/8/2014,4,8,71,73,73,71,62,63,66
4/9/2014,4,9,73,73,71,62,63,66,70
4/10/2014,4,10,73,71,62,63,66,70,69
4/11/2014,4,11,71,62,63,66,70,69,72
4/12/2014,4,12,62,63,66,70,69,72,70
4/13/2014,4,13,63,66,70,69,72,70,55
4/14/2014,4,14,66,70,69,72,70,55,62
4/15/2014,4,15,70,69,72,70,55,62,67
4/16/2014,4,16,69,72,70,55,62,67,66
4/17/2014,4,17,72,70,55,62,67,66,60
4/18/2014,4,18,70,55,62,67,66,60,63
4/19/2014,4,19,55,62,67,66,60,63,65
4/20/2014,4,20,62,67,66,60,63,65,70
4/21/2014,4,21,67,66,60,63,65,70,73
4/22/2014,4,22,66,60,63,65,70,73,72
4/23/2014,4,23,60,63,65,70,73,72,75
4/24/2014,4,24,63,65,70,73,72,75,74
4/25/2014,4,25,65,70,73,72,75,74,77
4/26/2014,4,26,70,73,72,75,74,77,73
4/27/2014,4,27,73,72,75,74,77,73,73
4/28/2014,4,28,72,75,74,77,73,73,74
4/29/2014,4,29,75,74,77,73,73,74,66
4/30/2014,4,30,74,77,73,73,74,66,63
5/1/2014,5,1,77,73,73,74,66,63,67
5/2/2014,5,2,73,73,74,66,63,67,73
5/3/2014,5,3,73,74,66,63,67,73,74
5/4/2014,5,4,74,66,63,67,73,74,74
5/5/2014,5,5,66,63,67,73,74,74,77
5/6/2014,5,6,63,67,73,74,74,77,78
5/7/2014,5,7,67,73,74,74,77,78,77
5/8/2014,5,8,73,74,74,77,78,77,75
5/9/2014,5,9,74,74,77,78,77,75,75
5/10/2014,5,10,74,77,78,77,75,75,76
5/11/2014,5,11,77,78,77,75,75,76,75
5/12/2014,5,12,78,77,75,75,76,75,74
5/13/2014,5,13,77,75,75,76,75,74,67
5/14/2014,5,14,75,75,76,75,74,67,66
5/15/2014,5,15,75,76,75,74,67,66,67
5/16/2014,5,16,76,75,74,67,66,67,72
5/17/2014,5,17,75,74,67,66,67,72,72
5/18/2014,5,18,74,67,66,67,72,72,71
5/19/2014,5,19,67,66,67,72,72,71,77
5/20/2014,5,20,66,67,72,72,71,77,79
5/21/2014,5,21,67,72,72,71,77,79,81
5/22/2014,5,22,72,72,71,77,79,81,77
5/23/2014,5,23,72,71,77,79,81,77,74
5/24/2014,5,24,71,77,79,81,77,74,76
5/25/2014,5,25,77,79,81,77,74,76,74
5/26/2014,5,26,79,81,77,74,76,74,75
5/27/2014,5,27,81,77,74,76,74,75,75
5/28/2014,5,28,77,74,76,74,75,75,74
5/29/2014,5,29,74,76,74,75,75,74,75
5/30/2014,5,30,76,74,75,75,74,75,75
5/31/2014,5,31,74,75,75,74,75,75,73
6/1/2014,6,1,75,75,74,75,75,73,74
6/2/2014,6,2,75,74,75,75,73,74,76
6/3/2014,6,3,74,75,75,73,74,76,79
6/4/2014,6,4,75,75,73,74,76,79,78
6/5/2014,6,5,75,73,74,76,79,78,78
6/6/2014,6,6,73,74,76,79,78,78,78
6/7/2014,6,7,74,76,79,78,78,78,78
6/8/2014,6,8,76,79,78,78,78,78,73
6/9/2014,6,9,79,78,78,78,78,73,75
6/10/2014,6,10,78,78,78,78,73,75,76
6/11/2014,6,11,78,78,78,73,75,76,76
6/12/2014,6,12,78,78,73,75,76,76,76
6/13/2014,6,13,78,73,75,76,76,76,75
6/14/2014,6,14,73,75,76,76,76,75,77
6/15/2014,6,15,75,76,76,76,75,77,78
6/16/2014,6,16,76,76,76,75,77,78,79
6/17/2014,6,17,76,76,75,77,78,79,81
6/18/2014,6,18,76,75,77,78,79,81,78
6/19/2014,6,19,75,77,78,79,81,78,79
6/20/2014,6,20,77,78,79,81,78,79,76
6/21/2014,6,21,78,79,81,78,79,76,77
6/22/2014,6,22,79,81,78,79,76,77,80
6/23/2014,6,23,81,78,79,76,77,80,82
6/24/2014,6,24,78,79,76,77,80,82,83
6/25/2014,6,25,79,76,77,80,82,83,84
6/26/2014,6,26,76,77,80,82,83,84,83
6/27/2014,6,27,77,80,82,83,84,83,81
6/28/2014,6,28,80,82,83,84,83,81,82
6/29/2014,6,29,82,83,84,83,81,82,81
6/30/2014,6,30,83,84,83,81,82,81,81
7/1/2014,7,1,84,83,81,82,81,81,76
7/2/2014,7,2,83,81,82,81,81,76,78
7/3/2014,7,3,81,82,81,81,76,78,75
7/4/2014,7,4,82,81,81,76,78,75,77
7/5/2014,7,5,81,81,76,78,75,77,78
7/6/2014,7,6,81,76,78,75,77,78,79
7/7/2014,7,7,76,78,75,77,78,79,79
7/8/2014,7,8,78,75,77,78,79,79,78
7/9/2014,7,9,75,77,78,79,79,78,74
7/10/2014,7,10,77,78,79,79,78,74,77
7/11/2014,7,11,78,79,79,78,74,77,77
7/12/2014,7,12,79,79,78,74,77,77,76
7/13/2014,7,13,79,78,74,77,77,76,77
7/14/2014,7,14,78,74,77,77,76,77,79
7/15/2014,7,15,74,77,77,76,77,79,81
7/16/2014,7,16,77,77,76,77,79,81,80
7/17/2014,7,17,77,76,77,79,81,80,79
7/18/2014,7,18,76,77,79,81,80,79,79
7/19/2014,7,19,77,79,81,80,79,79,78
7/20/2014,7,20,79,81,80,79,79,78,79
7/21/2014,7,21,81,80,79,79,78,79,82
7/22/2014,7,22,80,79,79,78,79,82,82
7/23/2014,7,23,79,79,78,79,82,82,81
7/24/2014,7,24,79,78,79,82,82,81,83
7/25/2014,7,25,78,79,82,82,81,83,84
7/26/2014,7,26,79,82,82,81,83,84,84
7/27/2014,7,27,82,82,81,83,84,84,79
7/28/2014,7,28,82,81,83,84,84,79,79
7/29/2014,7,29,81,83,84,84,79,79,81
7/30/2014,7,30,83,84,84,79,79,81,79
7/31/2014,7,31,84,84,79,79,81,79,80
8/1/2014,8,1,84,79,79,81,79,80,79
8/2/2014,8,2,79,79,81,79,80,79,81
8/3/2014,8,3,79,81,79,80,79,81,81
8/4/2014,8,4,81,79,80,79,81,81,81
8/5/2014,8,5,79,80,79,81,81,81,79
8/6/2014,8,6,80,79,81,81,81,79,80
8/7/2014,8,7,79,81,81,81,79,80,79
8/8/2014,8,8,81,81,81,79,80,79,78
8/9/2014,8,9,81,81,79,80,79,78,78
8/10/2014,8,10,81,79,80,79,78,78,79
8/11/2014,8,11,79,80,79,78,78,79,78
8/12/2014,8,12,80,79,78,78,79,78,77
8/13/2014,8,13,79,78,78,79,78,77,80
8/14/2014,8,14,78,78,79,78,77,80,82
8/15/2014,8,15,78,79,78,77,80,82,80
8/16/2014,8,16,79,78,77,80,82,80,81
8/17/2014,8,17,78,77,80,82,80,81,83
8/18/2014,8,18,77,80,82,80,81,83,84
8/19/2014,8,19,80,82,80,81,83,84,81
8/20/2014,8,20,82,80,81,83,84,81,82
8/21/2014,8,21,80,81,83,84,81,82,81
8/22/2014,8,22,81,83,84,81,82,81,80
8/23/2014,8,23,83,84,81,82,81,80,79
8/24/2014,8,24,84,81,82,81,80,79,78
8/25/2014,8,25,81,82,81,80,79,78,78
8/26/2014,8,26,82,81,80,79,78,78,79
8/27/2014,8,27,81,80,79,78,78,79,79
8/28/2014,8,28,80,79,78,78,79,79,79
8/29/2014,8,29,79,78,78,79,79,79,81
8/30/2014,8,30,78,78,79,79,79,81,79
8/31/2014,8,31,78,79,79,79,81,79,80
9/1/2014,9,1,79,79,79,81,79,80,78
9/2/2014,9,2,79,79,81,79,80,78,76
9/3/2014,9,3,79,81,79,80,78,76,75
9/4/2014,9,4,81,79,80,78,76,75,78
9/5/2014,9,5,79,80,78,76,75,78,78
9/6/2014,9,6,80,78,76,75,78,78,76
9/7/2014,9,7,78,76,75,78,78,76,78
9/8/2014,9,8,76,75,78,78,76,78,80
9/9/2014,9,9,75,78,78,76,78,80,80
9/10/2014,9,10,78,78,76,78,80,80,80
9/11/2014,9,11,78,76,78,80,80,80,81
9/12/2014,9,12,76,78,80,80,80,81,78
9/13/2014,9,13,78,80,80,80,81,78,75
9/14/2014,9,14,80,80,80,81,78,75,76
9/15/2014,9,15,80,80,81,78,75,76,78
9/16/2014,9,16,80,81,78,75,76,78,74
9/17/2014,9,17,81,78,75,76,78,74,74
9/18/2014,9,18,78,75,76,78,74,74,75
9/19/2014,9,19,75,76,78,74,74,75,74
9/20/2014,9,20,76,78,74,74,75,74,73
9/21/2014,9,21,78,74,74,75,74,73,71
9/22/2014,9,22,74,74,75,74,73,71,70
9/23/2014,9,23,74,75,74,73,71,70,73
9/24/2014,9,24,75,74,73,71,70,73,76
9/25/2014,9,25,74,73,71,70,73,76,76
9/26/2014,9,26,73,71,70,73,76,76,74
9/27/2014,9,27,71,70,73,76,76,74,75
9/28/2014,9,28,70,73,76,76,74,75,75
9/29/2014,9,29,73,76,76,74,75,75,77
9/30/2014,9,30,76,76,74,75,75,77,76
10/1/2014,10,1,76,74,75,75,77,76,74
10/2/2014,10,2,74,75,75,77,76,74,62
10/3/2014,10,3,75,75,77,76,74,62,62
10/4/2014,10,4,75,77,76,74,62,62,72
10/5/2014,10,5,77,76,74,62,62,72,75
10/6/2014,10,6,76,74,62,62,72,75,75
10/7/2014,10,7,74,62,62,72,75,75,75
10/8/2014,10,8,62,62,72,75,75,75,74
10/9/2014,10,9,62,72,75,75,75,74,75
10/10/2014,10,10,72,75,75,75,74,75,77
10/11/2014,10,11,75,75,75,74,75,77,76
10/12/2014,10,12,75,75,74,75,77,76,72
10/13/2014,10,13,75,74,75,77,76,72,65
10/14/2014,10,14,74,75,77,76,72,65,64
10/15/2014,10,15,75,77,76,72,65,64,65
10/16/2014,10,16,77,76,72,65,64,65,68
10/17/2014,10,17,76,72,65,64,65,68,69
10/18/2014,10,18,72,65,64,65,68,69,71
10/19/2014,10,19,65,64,65,68,69,71,67
10/20/2014,10,20,64,65,68,69,71,67,62
10/21/2014,10,21,65,68,69,71,67,62,60
10/22/2014,10,22,68,69,71,67,62,60,61
10/23/2014,10,23,69,71,67,62,60,61,62
10/24/2014,10,24,71,67,62,60,61,62,68
10/25/2014,10,25,67,62,60,61,62,68,67
10/26/2014,10,26,62,60,61,62,68,67,69
10/27/2014,10,27,60,61,62,68,67,69,67
10/28/2014,10,28,61,62,68,67,69,67,64
10/29/2014,10,29,62,68,67,69,67,64,52
10/30/2014,10,30,68,67,69,67,64,52,48
10/31/2014,10,31,67,69,67,64,52,48,50
11/1/2014,11,1,69,67,64,52,48,50,61
11/2/2014,11,2,67,64,52,48,50,61,67
11/3/2014,11,3,64,52,48,50,61,67,67
11/4/2014,11,4,52,48,50,61,67,67,63
11/5/2014,11,5,48,50,61,67,67,63,54
11/6/2014,11,6,50,61,67,67,63,54,60
11/7/2014,11,7,61,67,67,63,54,60,60
11/8/2014,11,8,67,67,63,54,60,60,62
11/9/2014,11,9,67,63,54,60,60,62,59
11/10/2014,11,10,63,54,60,60,62,59,63
11/11/2014,11,11,54,60,60,62,59,63,57
11/12/2014,11,12,60,60,62,59,63,57,51
11/13/2014,11,13,60,62,59,63,57,51,61
11/14/2014,11,14,62,59,63,57,51,61,66
11/15/2014,11,15,59,63,57,51,61,66,50
11/16/2014,11,16,63,57,51,61,66,50,39
11/17/2014,11,17,57,51,61,66,50,39,41
11/18/2014,11,18,51,61,66,50,39,41,51
11/19/2014,11,19,61,66,50,39,41,51,60
11/20/2014,11,20,66,50,39,41,51,60,71
11/21/2014,11,21,50,39,41,51,60,71,76
11/22/2014,11,22,39,41,51,60,71,76,69
11/23/2014,11,23,41,51,60,71,76,69,56
11/24/2014,11,24,51,60,71,76,69,56,48
11/25/2014,11,25,60,71,76,69,56,48,45
11/26/2014,11,26,71,76,69,56,48,45,47
11/27/2014,11,27,76,69,56,48,45,47,56
11/28/2014,11,28,69,56,48,45,47,56,61
11/29/2014,11,29,56,48,45,47,56,61,66
11/30/2014,11,30,48,45,47,56,61,66,65
12/1/2014,12,1,45,47,56,61,66,65,65
12/2/2014,12,2,47,56,61,66,65,65,66
12/3/2014,12,3,56,61,66,65,65,66,67
12/4/2014,12,4,61,66,65,65,66,67,61
12/5/2014,12,5,66,65,65,66,67,61,55
12/6/2014,12,6,65,65,66,67,61,55,51
12/7/2014,12,7,65,66,67,61,55,51,46
12/8/2014,12,8,66,67,61,55,51,46,44
12/9/2014,12,9,67,61,55,51,46,44,48
12/10/2014,12,10,61,55,51,46,44,48,46
12/11/2014,12,11,55,51,46,44,48,46,48
12/12/2014,12,12,51,46,44,48,46,48,49
12/13/2014,12,13,46,44,48,46,48,49,53
12/14/2014,12,14,44,48,46,48,49,53,57
12/15/2014,12,15,48,46,48,49,53,57,51
12/16/2014,12,16,46,48,49,53,57,51,55
12/17/2014,12,17,48,49,53,57,51,55,57
12/18/2014,12,18,49,53,57,51,55,57,60
12/19/2014,12,19,53,57,51,55,57,60,65
12/20/2014,12,20,57,51,55,57,60,65,69
12/21/2014,12,21,51,55,57,60,65,69,70
12/22/2014,12,22,55,57,60,65,69,70,58
12/23/2014,12,23,57,60,65,69,70,58,52
12/24/2014,12,24,60,65,69,70,58,52,62
12/25/2014,12,25,65,69,70,58,52,62,66
12/26/2014,12,26,69,70,58,52,62,66,67
12/27/2014,12,27,70,58,52,62,66,67,68
12/28/2014,12,28,58,52,62,66,67,68,55
12/29/2014,12,29,52,62,66,67,68,55,55
12/30/2014,12,30,62,66,67,68,55,55,60
12/31/2014,12,31,66,67,68,55,55,60,67
1/1/2015,1,1,67,68,55,55,60,67,70
1/2/2015,1,2,68,55,55,60,67,70,59
1/3/2015,1,3,55,55,60,67,70,59,52
1/4/2015,1,4,55,60,67,70,59,52,50
1/5/2015,1,5,60,67,70,59,52,50,39
1/6/2015,1,6,67,70,59,52,50,39,43
1/7/2015,1,7,70,59,52,50,39,43,46
1/8/2015,1,8,59,52,50,39,43,46,55
1/9/2015,1,9,52,50,39,43,46,55,62
1/10/2015,1,10,50,39,43,46,55,62,62
1/11/2015,1,11,39,43,46,55,62,62,55
1/12/2015,1,12,43,46,55,62,62,55,48
1/13/2015,1,13,46,55,62,62,55,48,50
1/14/2015,1,14,55,62,62,55,48,50,48
1/15/2015,1,15,62,62,55,48,50,48,56
1/16/2015,1,16,62,55,48,50,48,56,49
1/17/2015,1,17,55,48,50,48,56,49,49
1/18/2015,1,18,48,50,48,56,49,49,58
1/19/2015,1,19,50,48,56,49,49,58,59
1/20/2015,1,20,48,56,49,49,58,59,63
1/21/2015,1,21,56,49,49,58,59,63,61
1/22/2015,1,22,49,49,58,59,63,61,47
1/23/2015,1,23,49,58,59,63,61,47,54
1/24/2015,1,24,58,59,63,61,47,54,50
1/25/2015,1,25,59,63,61,47,54,50,46
1/26/2015,1,26,63,61,47,54,50,46,46
1/27/2015,1,27,61,47,54,50,46,46,55
1/28/2015,1,28,47,54,50,46,46,55,50
1/29/2015,1,29,54,50,46,46,55,50,55
1/30/2015,1,30,50,46,46,55,50,55,62
1/31/2015,1,31,46,46,55,50,55,62,45
2/1/2015,2,1,46,55,50,55,62,45,51
2/2/2015,2,2,55,50,55,62,45,51,56
2/3/2015,2,3,50,55,62,45,51,56,48
2/4/2015,2,4,55,62,45,51,56,48,50
2/5/2015,2,5,62,45,51,56,48,50,54
2/6/2015,2,6,45,51,56,48,50,54,55
2/7/2015,2,7,51,56,48,50,54,55,55
2/8/2015,2,8,56,48,50,54,55,55,51
2/9/2015,2,9,48,50,54,55,55,51,53
2/10/2015,2,10,50,54,55,55,51,53,47
2/11/2015,2,11,54,55,55,51,53,47,44
2/12/2015,2,12,55,55,51,53,47,44,56
2/13/2015,2,13,55,51,53,47,44,56,56
2/14/2015,2,14,51,53,47,44,56,56,62
2/15/2015,2,15,53,47,44,56,56,62,47
2/16/2015,2,16,47,44,56,56,62,47,40
2/17/2015,2,17,44,56,56,62,47,40,36
